datetime,consumption,visibility,windbearing,temperature,dewpoint,pressure,apparenttemperature,windspeed,humidity,lclid,cat_rain,cat_snow,cat_clear-day,cat_clear-night,cat_cloudy,cat_fog,cat_partly-cloudy-day,cat_partly-cloudy-night,cat_wind,cat_breezy,cat_breezy-and-mostly-cloudy,cat_breezy-and-overcast,cat_breezy-and-partly-cloudy,cat_clear,cat_foggy,cat_mostly-cloudy,cat_overcast,cat_partly-cloudy,cat_windy,cat_windy-and-mostly-cloudy,cat_windy-and-overcast,cat_windy-and-partly-cloudy,time_of_day,day_of_year,sin_time_of_day,cos_time_of_day,sin_day_of_year,cos_day_of_year
2012-01-04 01:00:00,0.8775,13.21,272.0,6.43,1.21,1010.21,1.79,8.86,0.69,LAX10,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,4,0.25881904510252074,0.9659258262890683,0.06861473800213404,0.9976432316860063
2012-01-04 02:00:00,0.7935,13.15,273.0,5.91,0.05,1011.78,1.33,8.09,0.66,LAX10,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4,0.49999999999999994,0.8660254037844387,0.06861473800213404,0.9976432316860063
2012-01-04 03:00:00,0.80849993,13.82,272.0,5.38,-0.06,1013.4,0.79,7.61,0.68,LAX10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,4,0.7071067811865475,0.7071067811865476,0.06861473800213404,0.9976432316860063
2012-01-04 04:00:00,0.82350004,13.65,271.0,5.39,0.36,1015.18,0.84,7.53,0.7,LAX10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,4,0.8660254037844386,0.5000000000000001,0.06861473800213404,0.9976432316860063
2012-01-04 05:00:00,0.94200003,13.58,264.0,5.35,0.36,1016.27,0.88,7.24,0.7,LAX10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0,4,0.9659258262890683,0.25881904510252074,0.06861473800213404,0.9976432316860063
2012-01-04 06:00:00,0.92849994,12.62,259.0,5.28,0.41,1017.24,0.9,6.94,0.71,LAX10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0,4,1.0,6.123233995736766e-17,0.06861473800213404,0.9976432316860063
2012-01-04 07:00:00,0.86399996,12.84,260.0,5.27,0.94,1017.93,0.95,6.77,0.74,LAX10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0,4,0.9659258262890683,-0.25881904510252063,0.06861473800213404,0.9976432316860063
2012-01-04 08:00:00,0.82949996,12.26,261.0,5.44,1.48,1018.59,1.01,7.19,0.76,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.0,4,0.8660254037844387,-0.4999999999999998,0.06861473800213404,0.9976432316860063
2012-01-04 09:00:00,0.813,12.26,253.0,6.04,2.06,1019.84,1.94,6.75,0.76,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.0,4,0.7071067811865476,-0.7071067811865475,0.06861473800213404,0.9976432316860063
2012-01-04 10:00:00,1.3109999,12.89,255.0,6.88,2.57,1020.27,2.84,7.26,0.74,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.0,4,0.49999999999999994,-0.8660254037844387,0.06861473800213404,0.9976432316860063
2012-01-04 11:00:00,0.738,12.65,251.0,7.49,3.03,1020.74,3.59,7.41,0.73,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.0,4,0.258819045102521,-0.9659258262890682,0.06861473800213404,0.9976432316860063
2012-01-04 12:00:00,0.393,12.92,248.0,7.99,3.24,1019.25,4.21,7.47,0.72,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.0,4,1.2246467991473532e-16,-1.0,0.06861473800213404,0.9976432316860063
2012-01-04 13:00:00,0.126,12.17,244.0,8.07,3.66,1018.34,4.22,7.81,0.74,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13.0,4,-0.2588190451025208,-0.9659258262890683,0.06861473800213404,0.9976432316860063
2012-01-04 14:00:00,0.2625,12.94,241.0,8.06,4.05,1017.04,4.36,7.29,0.76,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14.0,4,-0.4999999999999997,-0.8660254037844388,0.06861473800213404,0.9976432316860063
2012-01-04 15:00:00,0.1275,12.23,229.0,8.08,4.19,1016.0,4.32,7.5,0.76,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.0,4,-0.7071067811865471,-0.7071067811865479,0.06861473800213404,0.9976432316860063
2012-01-04 16:00:00,0.0195,11.8,233.0,7.95,5.07,1014.56,3.99,8.06,0.82,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.0,4,-0.8660254037844384,-0.5000000000000004,0.06861473800213404,0.9976432316860063
2012-01-04 17:00:00,0.0195,12.57,232.0,7.66,6.31,1013.61,3.68,7.82,0.91,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17.0,4,-0.9659258262890683,-0.25881904510252063,0.06861473800213404,0.9976432316860063
2012-01-04 18:00:00,0.0195,11.47,235.0,8.21,5.97,1011.51,4.24,8.4,0.86,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18.0,4,-1.0,-1.8369701987210297e-16,0.06861473800213404,0.9976432316860063
2012-01-04 19:00:00,0.123,8.8,242.0,8.16,6.41,1010.35,4.12,8.58,0.89,LAX10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,19.0,4,-0.9659258262890684,0.2588190451025203,0.06861473800213404,0.9976432316860063
2012-01-04 20:00:00,0.096,11.67,250.0,8.3,6.87,1008.66,4.09,9.43,0.91,LAX10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20.0,4,-0.8660254037844386,0.5000000000000001,0.06861473800213404,0.9976432316860063
2012-01-04 21:00:00,0.021000002,12.49,253.0,8.33,7.03,1007.82,4.02,9.92,0.92,LAX10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,21.0,4,-0.7071067811865477,0.7071067811865474,0.06861473800213404,0.9976432316860063
2012-01-04 22:00:00,0.0195,13.04,254.0,8.41,6.98,1005.77,3.84,11.19,0.91,LAX10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,22.0,4,-0.5000000000000004,0.8660254037844384,0.06861473800213404,0.9976432316860063
2012-01-04 23:00:00,0.0195,13.92,256.0,9.33,6.56,1004.4,4.77,12.81,0.83,LAX10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,23.0,4,-0.25881904510252157,0.9659258262890681,0.06861473800213404,0.9976432316860063
2012-01-05 00:00:00,1.7894999,13.45,255.0,9.82,6.56,1002.53,5.35,13.38,0.8,LAX10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,5,0.0,1.0,0.08573050015569435,0.9963183634476755
2012-01-05 01:00:00,0.102,13.21,257.0,10.37,7.16,1001.72,10.37,13.25,0.8,LAX10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,5,0.25881904510252074,0.9659258262890683,0.08573050015569435,0.9963183634476755
2012-01-05 02:00:00,0.1275,12.6,260.0,10.83,7.57,1001.15,10.83,12.83,0.8,LAX10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,5,0.49999999999999994,0.8660254037844387,0.08573050015569435,0.9963183634476755
2012-01-05 03:00:00,0.12599999,12.38,263.0,11.33,7.63,1000.26,11.33,11.94,0.78,LAX10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,5,0.7071067811865475,0.7071067811865476,0.08573050015569435,0.9963183634476755
2012-01-05 04:00:00,0.0195,13.31,262.0,11.41,7.61,999.24,11.41,11.91,0.77,LAX10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0,5,0.8660254037844386,0.5000000000000001,0.08573050015569435,0.9963183634476755
2012-01-05 05:00:00,0.021000002,13.21,263.0,11.46,7.63,998.1,11.46,12.0,0.77,LAX10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,5,0.9659258262890683,0.25881904510252074,0.08573050015569435,0.9963183634476755
2012-01-05 06:00:00,0.0195,12.54,271.0,11.45,7.62,997.59,11.45,11.05,0.77,LAX10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.0,5,1.0,6.123233995736766e-17,0.08573050015569435,0.9963183634476755
2012-01-05 07:00:00,0.12900001,13.52,273.0,11.02,7.53,997.71,11.02,10.42,0.79,LAX10,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.0,5,0.9659258262890683,-0.25881904510252063,0.08573050015569435,0.9963183634476755
2012-01-05 08:00:00,0.1245,12.89,288.0,11.04,6.22,998.01,11.04,11.11,0.72,LAX10,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0,5,0.8660254037844387,-0.4999999999999998,0.08573050015569435,0.9963183634476755
2012-01-05 09:00:00,0.021,11.8,291.0,9.71,4.27,999.36,5.89,9.68,0.69,LAX10,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0,5,0.7071067811865476,-0.7071067811865475,0.08573050015569435,0.9963183634476755
2012-01-05 10:00:00,0.9735,12.63,289.0,9.98,2.59,1000.21,6.37,9.16,0.6,LAX10,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10.0,5,0.49999999999999994,-0.8660254037844387,0.08573050015569435,0.9963183634476755
2012-01-05 11:00:00,1.965,13.07,283.0,9.98,3.04,1001.13,6.0,10.92,0.62,LAX10,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11.0,5,0.258819045102521,-0.9659258262890682,0.08573050015569435,0.9963183634476755
2012-01-05 12:00:00,1.9095,13.49,288.0,10.11,2.63,1001.21,10.11,11.49,0.6,LAX10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12.0,5,1.2246467991473532e-16,-1.0,0.08573050015569435,0.9963183634476755
2012-01-05 13:00:00,2.0219998,13.07,294.0,9.62,3.02,1001.99,5.49,11.06,0.63,LAX10,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,13.0,5,-0.2588190451025208,-0.9659258262890683,0.08573050015569435,0.9963183634476755
2012-01-05 14:00:00,1.8225,13.07,300.0,9.55,2.67,1003.76,5.37,11.21,0.62,LAX10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14.0,5,-0.4999999999999997,-0.8660254037844388,0.08573050015569435,0.9963183634476755
2012-01-05 15:00:00,0.153,13.07,306.0,9.12,2.05,1005.73,4.91,10.64,0.61,LAX10,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15.0,5,-0.7071067811865471,-0.7071067811865479,0.08573050015569435,0.9963183634476755
2012-01-05 16:00:00,0.45599997,13.07,311.0,8.98,1.63,1008.01,5.18,8.69,0.6,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.0,5,-0.8660254037844384,-0.5000000000000004,0.08573050015569435,0.9963183634476755
2012-01-05 17:00:00,0.5145,13.02,305.0,8.38,1.71,1009.99,4.56,8.04,0.63,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.0,5,-0.9659258262890683,-0.25881904510252063,0.08573050015569435,0.9963183634476755
2012-01-05 18:00:00,0.3495,12.76,303.0,7.94,2.02,1011.53,4.17,7.41,0.66,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.0,5,-1.0,-1.8369701987210297e-16,0.08573050015569435,0.9963183634476755
2012-01-05 19:00:00,0.30449998,12.54,302.0,7.81,2.05,1012.82,4.14,6.92,0.67,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.0,5,-0.9659258262890684,0.2588190451025203,0.08573050015569435,0.9963183634476755
2012-01-05 20:00:00,0.39000002,12.34,298.0,7.78,2.07,1013.99,4.13,6.9,0.67,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20.0,5,-0.8660254037844386,0.5000000000000001,0.08573050015569435,0.9963183634476755
2012-01-05 21:00:00,0.9675,12.89,298.0,7.44,2.57,1015.04,3.67,6.96,0.71,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21.0,5,-0.7071067811865477,0.7071067811865474,0.08573050015569435,0.9963183634476755
2012-01-05 22:00:00,0.7275,12.78,297.0,7.37,2.16,1015.85,3.81,6.28,0.69,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22.0,5,-0.5000000000000004,0.8660254037844384,0.08573050015569435,0.9963183634476755
2012-01-05 23:00:00,0.606,13.37,301.0,7.34,2.63,1016.92,3.79,6.22,0.72,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23.0,5,-0.25881904510252157,0.9659258262890681,0.08573050015569435,0.9963183634476755
2012-01-06 00:00:00,0.297,13.37,305.0,7.32,2.69,1018.0,3.76,6.22,0.72,LAX10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,6,0.0,1.0,0.1028209971373604,0.9946998756145891
2012-01-06 01:00:00,0.045,13.37,303.0,7.21,2.7,1018.99,3.87,5.54,0.73,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,6,0.25881904510252074,0.9659258262890683,0.1028209971373604,0.9946998756145891
2012-01-06 02:00:00,0.021000002,13.18,302.0,6.76,2.6,1020.11,3.35,5.44,0.75,LAX10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,6,0.49999999999999994,0.8660254037844387,0.1028209971373604,0.9946998756145891
2012-01-06 03:00:00,0.12,12.97,306.0,6.27,2.58,1020.99,2.93,4.99,0.77,LAX10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,6,0.7071067811865475,0.7071067811865476,0.1028209971373604,0.9946998756145891
2012-01-06 04:00:00,0.1365,13.08,311.0,5.73,2.52,1021.95,2.49,4.51,0.8,LAX10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,6,0.8660254037844386,0.5000000000000001,0.1028209971373604,0.9946998756145891
2012-01-06 05:00:00,0.079500005,13.0,304.0,5.67,2.36,1023.09,2.48,4.39,0.79,LAX10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0,6,0.9659258262890683,0.25881904510252074,0.1028209971373604,0.9946998756145891
2012-01-06 06:00:00,0.027,12.81,303.0,5.11,1.94,1023.89,2.06,3.88,0.8,LAX10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0,6,1.0,6.123233995736766e-17,0.1028209971373604,0.9946998756145891
2012-01-06 07:00:00,0.0795,12.89,294.0,4.86,1.92,1024.85,2.06,3.38,0.81,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,6,0.9659258262890683,-0.25881904510252063,0.1028209971373604,0.9946998756145891
2012-01-06 08:00:00,0.2685,12.33,292.0,4.4,1.89,1025.62,1.64,3.2,0.84,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.0,6,0.8660254037844387,-0.4999999999999998,0.1028209971373604,0.9946998756145891
2012-01-06 09:00:00,0.255,12.84,290.0,4.86,2.29,1026.15,2.21,3.18,0.83,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.0,6,0.7071067811865476,-0.7071067811865475,0.1028209971373604,0.9946998756145891
2012-01-06 10:00:00,0.3,12.26,287.0,5.28,2.51,1026.6,2.58,3.38,0.82,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.0,6,0.49999999999999994,-0.8660254037844387,0.1028209971373604,0.9946998756145891
2012-01-06 11:00:00,0.3195,12.97,288.0,6.76,2.9,1027.29,4.06,3.95,0.76,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.0,6,0.258819045102521,-0.9659258262890682,0.1028209971373604,0.9946998756145891
2012-01-06 12:00:00,0.23699999,12.71,283.0,7.78,3.02,1027.03,5.36,3.85,0.72,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.0,6,1.2246467991473532e-16,-1.0,0.1028209971373604,0.9946998756145891
2012-01-06 13:00:00,0.1275,12.89,286.0,8.02,2.63,1026.36,5.62,3.9,0.69,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13.0,6,-0.2588190451025208,-0.9659258262890683,0.1028209971373604,0.9946998756145891
2012-01-06 14:00:00,0.0195,12.94,272.0,8.03,2.19,1025.99,5.54,4.08,0.67,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14.0,6,-0.4999999999999997,-0.8660254037844388,0.1028209971373604,0.9946998756145891
2012-01-06 15:00:00,0.0285,13.02,252.0,8.04,2.65,1025.51,5.74,3.71,0.69,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.0,6,-0.7071067811865471,-0.7071067811865479,0.1028209971373604,0.9946998756145891
2012-01-06 16:00:00,0.14250001,12.5,235.0,7.49,3.06,1025.11,5.25,3.41,0.73,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.0,6,-0.8660254037844384,-0.5000000000000004,0.1028209971373604,0.9946998756145891
2012-01-06 17:00:00,0.132,13.34,230.0,7.83,3.31,1024.48,5.45,3.78,0.73,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.0,6,-0.9659258262890683,-0.25881904510252063,0.1028209971373604,0.9946998756145891
2012-01-06 18:00:00,0.042,12.68,241.0,8.0,4.22,1024.1,5.31,4.5,0.77,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.0,6,-1.0,-1.8369701987210297e-16,0.1028209971373604,0.9946998756145891
2012-01-06 19:00:00,0.0195,12.68,239.0,8.08,5.36,1023.44,5.29,4.77,0.83,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.0,6,-0.9659258262890684,0.2588190451025203,0.1028209971373604,0.9946998756145891
2012-01-06 20:00:00,0.129,12.26,236.0,8.14,5.57,1022.87,5.13,5.35,0.84,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20.0,6,-0.8660254037844386,0.5000000000000001,0.1028209971373604,0.9946998756145891
2012-01-06 21:00:00,0.13350001,12.73,242.0,8.23,6.17,1022.41,5.13,5.63,0.87,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21.0,6,-0.7071067811865477,0.7071067811865474,0.1028209971373604,0.9946998756145891
2012-01-06 22:00:00,0.0465,13.95,246.0,9.03,7.09,1021.71,6.06,5.86,0.88,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22.0,6,-0.5000000000000004,0.8660254037844384,0.1028209971373604,0.9946998756145891
2012-01-06 23:00:00,0.0195,13.95,245.0,9.18,7.16,1021.0,6.13,6.24,0.87,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23.0,6,-0.25881904510252157,0.9659258262890681,0.1028209971373604,0.9946998756145891
2012-01-07 00:00:00,0.141,14.0,244.0,9.33,7.6,1020.09,6.46,5.83,0.89,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,7,0.0,1.0,0.11988119229922722,0.99278824516254
2012-01-07 01:00:00,0.057,13.5,250.0,9.44,7.73,1019.43,6.29,6.77,0.89,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,7,0.25881904510252074,0.9659258262890683,0.11988119229922722,0.99278824516254
2012-01-07 02:00:00,0.0195,13.5,256.0,10.25,8.12,1019.26,10.25,7.05,0.87,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,7,0.49999999999999994,0.8660254037844387,0.11988119229922722,0.99278824516254
2012-01-07 03:00:00,0.13049999,13.5,260.0,10.34,8.14,1018.6,10.34,6.98,0.86,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,7,0.7071067811865475,0.7071067811865476,0.11988119229922722,0.99278824516254
2012-01-07 04:00:00,0.087000005,13.5,262.0,10.27,8.16,1018.29,10.27,7.05,0.87,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.0,7,0.8660254037844386,0.5000000000000001,0.11988119229922722,0.99278824516254
2012-01-07 05:00:00,0.0195,12.83,266.0,10.33,8.16,1018.43,10.33,6.46,0.86,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,7,0.9659258262890683,0.25881904510252074,0.11988119229922722,0.99278824516254
2012-01-07 06:00:00,0.09,13.37,271.0,9.46,7.67,1018.39,6.57,5.92,0.89,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.0,7,1.0,6.123233995736766e-17,0.11988119229922722,0.99278824516254
2012-01-07 07:00:00,0.1155,13.5,287.0,10.16,7.28,1019.29,10.16,6.13,0.82,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,7,0.9659258262890683,-0.25881904510252063,0.11988119229922722,0.99278824516254
2012-01-07 08:00:00,0.018,13.28,290.0,10.01,4.84,1020.32,10.01,6.29,0.7,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.0,7,0.8660254037844387,-0.4999999999999998,0.11988119229922722,0.99278824516254
2012-01-07 09:00:00,0.0585,13.07,283.0,9.13,3.4,1021.32,6.04,6.31,0.67,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.0,7,0.7071067811865476,-0.7071067811865475,0.11988119229922722,0.99278824516254
2012-01-07 10:00:00,0.13800001,13.07,288.0,9.52,3.07,1022.19,6.46,6.53,0.64,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.0,7,0.49999999999999994,-0.8660254037844387,0.11988119229922722,0.99278824516254
2012-01-07 11:00:00,0.036000002,13.07,284.0,9.72,2.78,1022.6,6.73,6.48,0.62,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.0,7,0.258819045102521,-0.9659258262890682,0.11988119229922722,0.99278824516254
2012-01-07 12:00:00,0.018,13.52,286.0,9.8,2.2,1022.67,6.74,6.8,0.59,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.0,7,1.2246467991473532e-16,-1.0,0.11988119229922722,0.99278824516254
2012-01-07 13:00:00,0.144,13.07,294.0,10.17,2.21,1022.56,10.17,6.52,0.58,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13.0,7,-0.2588190451025208,-0.9659258262890683,0.11988119229922722,0.99278824516254
2012-01-07 14:00:00,0.087,13.52,291.0,10.2,2.19,1022.82,10.2,6.58,0.58,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.0,7,-0.4999999999999997,-0.8660254037844388,0.11988119229922722,0.99278824516254
2012-01-07 15:00:00,0.0195,13.52,289.0,10.07,2.12,1022.98,10.07,5.57,0.58,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.0,7,-0.7071067811865471,-0.7071067811865479,0.11988119229922722,0.99278824516254
2012-01-07 16:00:00,0.092999995,13.45,285.0,9.41,2.08,1023.47,6.92,4.85,0.6,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.0,7,-0.8660254037844384,-0.5000000000000004,0.11988119229922722,0.99278824516254
2012-01-07 17:00:00,0.13350001,13.34,274.0,8.52,2.23,1023.71,5.78,4.89,0.65,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.0,7,-0.9659258262890683,-0.25881904510252063,0.11988119229922722,0.99278824516254
2012-01-07 18:00:00,0.0225,13.21,264.0,8.07,2.69,1023.52,5.36,4.59,0.69,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.0,7,-1.0,-1.8369701987210297e-16,0.11988119229922722,0.99278824516254
2012-01-07 19:00:00,0.038999997,13.39,266.0,8.06,2.71,1023.74,5.38,4.49,0.69,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.0,7,-0.9659258262890684,0.2588190451025203,0.11988119229922722,0.99278824516254
2012-01-07 20:00:00,0.14250001,14.0,273.0,7.6,3.11,1024.21,4.72,4.71,0.73,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20.0,7,-0.8660254037844386,0.5000000000000001,0.11988119229922722,0.99278824516254
2012-01-07 21:00:00,0.0705,14.0,278.0,8.11,3.11,1024.28,5.37,4.64,0.71,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21.0,7,-0.7071067811865477,0.7071067811865474,0.11988119229922722,0.99278824516254
2012-01-07 22:00:00,0.0195,14.0,271.0,8.12,2.68,1024.53,5.44,4.56,0.68,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22.0,7,-0.5000000000000004,0.8660254037844384,0.11988119229922722,0.99278824516254
2012-01-07 23:00:00,0.112500004,13.5,264.0,8.02,3.11,1024.63,5.69,3.76,0.71,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23.0,7,-0.25881904510252157,0.9659258262890681,0.11988119229922722,0.99278824516254
2012-01-08 00:00:00,0.096,13.5,269.0,8.14,3.2,1024.45,5.74,3.95,0.71,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,8,0.0,1.0,0.13690605792347524,0.990584035457797
